generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name,api_key_disabled
gen-1786876364-qORRuKEB2RmBsB2ul2UQ,2026-08-16 10:32:44.387,0.000252,,,,0,1240,6,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,1172,911,,digitalminds_research,false
gen-1786876364-64dk8FHDhGdt42xQlEeS,2026-08-16 10:32:44.378,0.00318,,,,0,790,478,466,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,4512,731,,digitalminds_research,false
gen-1786876363-qGn9uIJfnUrCje10ZLDS,2026-08-16 10:32:43.609,0.00121,,-0.001536,,0,1166,69,66,1024,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,1996,714,,digitalminds_research,false
gen-1786876362-y7hoYNpSkurwDrNy7hA6,2026-08-16 10:32:42.618,0.000021,,-0.000028,,0,530,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,590,542,,digitalminds_research,false
gen-1786876361-JuBbMt3337bexC1oz8we,2026-08-16 10:32:41.387,0.000355,,,,0,1745,9,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,888,528,,digitalminds_research,false
gen-1786876361-RwPFDEkD8ILMbHUt7voP,2026-08-16 10:32:41.376,0.004383,,,,0,818,713,700,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,7372,861,,digitalminds_research,false
gen-1786876360-Hb5d9hg1DFdCL2dqNBFN,2026-08-16 10:32:40.605,0.006296,,-0.002112,,0,1510,898,893,1408,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,18163,654,,digitalminds_research,false
gen-1786876359-xtcpGq2IfTnXfWGZWipa,2026-08-16 10:32:39.605,0.00002,,-0.000028,,0,508,7,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1612,1599,,digitalminds_research,false
gen-1786876358-QuJZozpo76ZWddprfgyT,2026-08-16 10:32:38.397,0.021271,,,,0,791,4096,4096,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,max_tokens,length,33142,724,,digitalminds_research,false
gen-1786876358-p0YzDXdNw9kr1QXS1iLr,2026-08-16 10:32:38.384,0.000435,,,,0,2158,5,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,1214,1028,,digitalminds_research,false
gen-1786876358-sNBlPScKQnnst9tjH07K,2026-08-16 10:32:38.104,0.000103,,,,0,986,8,0,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,618,483,,digitalminds_research,false
gen-1786876357-VeQTrbamK6AFwfPR2DSm,2026-08-16 10:32:37.601,0.001538,,-0.001728,,0,1402,77,72,1152,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,2575,705,,digitalminds_research,false
gen-1786876356-vUXnRj79E71NUfVBmRKm,2026-08-16 10:32:36.602,0.000021,,-0.000028,,0,534,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,627,574,,digitalminds_research,false
gen-1786876355-VZnnMFeClV4PPsRlydVK,2026-08-16 10:32:35.391,0.000417,,,,0,2070,5,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,858,597,,digitalminds_research,false
gen-1786876355-nZB7G1jBh7c3sM6ETUaC,2026-08-16 10:32:35.365,0.00404,,,,0,825,643,629,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6362,700,,digitalminds_research,false
gen-1786876354-i9Wh0tCAptPQMcRzIIu0,2026-08-16 10:32:34.618,0.001852,,-0.000576,,0,1148,22,6,384,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,1014,717,,digitalminds_research,false
gen-1786876353-hnNo5SuHdsWxiJZKaF55,2026-08-16 10:32:33.599,0.000021,,-0.000028,,0,532,7,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,732,689,,digitalminds_research,false
gen-1786876352-e6ZwUEA3SCGEpW8UNPWW,2026-08-16 10:32:32.375,0.000454,,,,0,1803,135,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,7505,658,,digitalminds_research,false
gen-1786876352-mj88VwcBMJ7K6KT5VZGe,2026-08-16 10:32:32.364,0.004043,,,,0,823,644,631,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6505,836,,digitalminds_research,false
gen-1786876351-Q7ysnVAdVceRsrhMSgxc,2026-08-16 10:32:31.615,0.003454,,-0.00192,,0,1592,365,360,1280,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,7319,699,,digitalminds_research,false
gen-1786876351-KPYUwXgorgKsidAsFKCA,2026-08-16 10:32:31.426,0.000191,,,,0,1719,33,23,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,828,712,,digitalminds_research,false
gen-1786876350-Yy9BPusz0uwm89LpOcYZ,2026-08-16 10:32:30.598,0.000043,,-0.000028,,0,501,188,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1554,578,,digitalminds_research,false
gen-1786876349-XqOihhDjJNmYcqdgXTs3,2026-08-16 10:32:29.370,0.000398,,,,0,1971,6,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,1128,914,,digitalminds_research,false
gen-1786876349-04zQpzLEEeNMl9u6Rk8s,2026-08-16 10:32:29.360,0.004312,,,,0,817,699,686,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,5953,847,,digitalminds_research,false
gen-1786876348-8D6pwpRKlkMuyD79xUdx,2026-08-16 10:32:28.598,0.008458,,-0.000768,,0,2288,775,770,512,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,13560,755,,digitalminds_research,false
gen-1786876347-Qru2xfLj0lP9LLQA8qOY,2026-08-16 10:32:27.595,0.000066,,-0.000229,,0,2661,7,0,2048,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1588,1583,,digitalminds_research,false
gen-1786876346-9Sy4kCRSNvjx5ANbdFDE,2026-08-16 10:32:26.370,0.000384,,,,0,1891,9,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,1214,554,,digitalminds_research,false
gen-1786876346-1H4xyswaAuVFibBnNvao,2026-08-16 10:32:26.344,0.00348,,,,0,775,541,527,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,5150,812,,digitalminds_research,false
gen-1786876345-NfKEjpT4o1nQiDhVLzCR,2026-08-16 10:32:25.594,0.005708,,-0.000576,,0,1015,709,705,384,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,16420,713,,digitalminds_research,false
gen-1786876344-yCKHMpTUEW6QhipBc9re,2026-08-16 10:32:24.760,0.000108,,,,0,698,64,53,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1460,1009,,digitalminds_research,false
gen-1786876344-c3kZZhvs9b8ygrm7H5va,2026-08-16 10:32:24.591,0.000123,,-0.000344,,0,4364,7,0,3072,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,767,743,,digitalminds_research,false
gen-1786876343-rANTIVRLEElrdiwd9F8S,2026-08-16 10:32:23.354,0.000466,,,,0,1501,239,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,12475,656,,digitalminds_research,false
gen-1786876343-2JyulCx0xEt3nEGBcFWH,2026-08-16 10:32:23.345,0.004043,,,,0,743,660,648,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6662,542,,digitalminds_research,false
gen-1786876342-vT9ywKOP7QIvzp8FYvoc,2026-08-16 10:32:22.591,0.000768,,-0.001536,,0,1128,8,5,1024,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,1385,1250,,digitalminds_research,false
gen-1786876341-Z74ZeAxyhwfGCMFusO0P,2026-08-16 10:32:21.584,0.000021,,-0.000028,,0,527,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,781,738,,digitalminds_research,false
gen-1786876340-VYFUWBzyyGppUYcxYcNi,2026-08-16 10:32:20.351,0.000312,,,,0,1545,5,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,995,491,,digitalminds_research,false
gen-1786876340-fBc7CZCSVlM1jq7LoRpC,2026-08-16 10:32:20.339,0.004321,,,,0,781,708,696,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6301,559,,digitalminds_research,false
gen-1786876339-uPGHIWNmU2bymkdUJwih,2026-08-16 10:32:19.589,0.000916,,-0.001344,,0,1103,9,6,896,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,895,688,,digitalminds_research,false
gen-1786876338-TsoPhOJkPIgdhULboVP7,2026-08-16 10:32:18.571,0.000113,,-0.000229,,0,3384,7,0,2048,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,562,536,,digitalminds_research,false
gen-1786876338-K0ylWQfljYL5yXHJR9by,2026-08-16 10:32:18.063,0.000076,,,,0,717,8,0,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,630,490,,digitalminds_research,false
gen-1786876337-2PEsmMiVuo4xDRiiQcf3,2026-08-16 10:32:17.349,0.000399,,,,0,1982,5,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,591,432,,digitalminds_research,false
gen-1786876337-eMegpzvNiE51lIcG4nbr,2026-08-16 10:32:17.338,0.004078,,,,0,753,665,653,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,7346,556,,digitalminds_research,false
gen-1786876336-MjAPT7jpCOvdfWZdX86J,2026-08-16 10:32:16.581,0.002168,,-0.000192,,0,1108,24,20,128,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,1175,705,,digitalminds_research,false
gen-1786876335-R5D7eOctvHamS8Uwch2A,2026-08-16 10:32:15.570,0.000021,,-0.000028,,0,524,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,653,559,,digitalminds_research,false
gen-1786876334-lxQ5NresQGpBEifeg73u,2026-08-16 10:32:14.357,0.004343,,,,0,763,716,703,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6254,655,,digitalminds_research,false
gen-1786876334-ODUJem4Q3eQtjd5ZWH7e,2026-08-16 10:32:14.347,0.000443,,,,0,2198,5,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,585,420,,digitalminds_research,false
gen-1786876333-s3cz7wHUOwZG3fM6xsuX,2026-08-16 10:32:13.597,0.005112,,-0.001728,,0,1572,616,611,1152,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,11337,647,,digitalminds_research,false
gen-1786876332-YrUzq6qjSl9Lw8v794nV,2026-08-16 10:32:12.562,0.000022,,-0.000028,,0,541,7,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,622,565,,digitalminds_research,false
gen-1786876331-kizvXGS7wT9F43qtpRzy,2026-08-16 10:32:11.410,0.000379,,,,0,1248,424,414,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4627,4504,,digitalminds_research,false
gen-1786876331-kJoZRiz9BQ3EwdAbATlI,2026-08-16 10:32:11.341,0.000327,,,,0,1618,5,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,862,509,,digitalminds_research,false
gen-1786876331-vWd94XIzqSI1ibR859o0,2026-08-16 10:32:11.329,0.00341,,,,0,785,525,511,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6092,732,,digitalminds_research,false
gen-1786876330-xC65ONZ9K25XmbBugT0B,2026-08-16 10:32:10.580,0.002296,,-0.001536,,0,1316,200,195,1024,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,4650,737,,digitalminds_research,false
gen-1786876329-cO3Yay2O0wyWQ7Ish0Yw,2026-08-16 10:32:09.560,0.000021,,-0.000028,,0,530,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1294,1294,,digitalminds_research,false
gen-1786876328-A4jbd8SPQuamtGbnSPbL,2026-08-16 10:32:08.338,0.000409,,,,0,2028,6,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,768,486,,digitalminds_research,false
gen-1786876328-tgDzzNF0CQRhFTgRDwpk,2026-08-16 10:32:08.329,0.004134,,,,0,754,676,663,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,7468,794,,digitalminds_research,false
gen-1786876327-1SAqSRTsmoAOJ2magNzA,2026-08-16 10:32:07.576,0.00269,,-0.00192,,0,2044,87,84,1280,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,2323,703,,digitalminds_research,false
gen-1786876326-fG6v1L5FdAaGzlgTwDuJ,2026-08-16 10:32:06.559,0.000021,,-0.000028,,0,530,7,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,513,455,,digitalminds_research,false
gen-1786876325-XvZVX62vGZffMA0QZn4h,2026-08-16 10:32:05.345,0.002912,,,,0,777,427,415,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,3510,577,,digitalminds_research,false
gen-1786876325-sppH6csqdNRdKHW3MwZx,2026-08-16 10:32:05.341,0.000401,,,,0,1985,6,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,1177,703,,digitalminds_research,false
gen-1786876324-TQxxallWooyP90IklhlP,2026-08-16 10:32:04.736,0.000118,,,,0,1062,20,9,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,740,636,,digitalminds_research,false
gen-1786876324-xddTSVI1rDYrBizfPd3R,2026-08-16 10:32:04.594,0.001956,,-0.000576,,0,1227,13,10,384,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,941,735,,digitalminds_research,false
gen-1786876323-s2Ies1wFKjlIINa0WLod,2026-08-16 10:32:03.555,0.000022,,-0.000028,,0,536,7,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,686,684,,digitalminds_research,false
gen-1786876322-WCvfA306lFyaaKNegRJe,2026-08-16 10:32:02.354,0.000347,,,,0,1719,5,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,668,469,,digitalminds_research,false
gen-1786876322-GPT98gaOf3H3frxx9EbP,2026-08-16 10:32:02.321,0.003604,,,,0,784,564,551,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,5719,521,,digitalminds_research,false
gen-1786876321-qqhbt80j5sFgmkfbDBdQ,2026-08-16 10:32:01.556,0.005334,,-0.001344,,0,1053,762,758,896,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,17590,705,,digitalminds_research,false
gen-1786876320-m2jVJ8LOtpb5HopM0x4y,2026-08-16 10:32:00.555,0.000038,,-0.000028,,0,508,150,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1395,665,,digitalminds_research,false
gen-1786876319-vdd8x14wt3heNISDxpO9,2026-08-16 10:31:59.315,0.000541,,,,0,1742,278,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,13215,573,,digitalminds_research,false
gen-1786876319-sFbmOZNqlf3gLEoZ09sC,2026-08-16 10:31:59.305,0.003742,,,,0,737,601,588,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6023,862,,digitalminds_research,false
gen-1786876318-U8MJ7Q3Tl8I5qsRnAmV6,2026-08-16 10:31:58.553,0.006452,,-0.001536,,0,1318,892,887,1024,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,17615,773,,digitalminds_research,false
gen-1786876318-5lbBdHiM5tdbO8kntWOB,2026-08-16 10:31:58.065,0.000103,,,,0,754,47,37,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1026,918,,digitalminds_research,false
gen-1786876317-Krwq7uasI2FTDnzYcmYz,2026-08-16 10:31:57.552,0.000022,,-0.000028,,0,542,7,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,2012,2006,,digitalminds_research,false
gen-1786876316-NTiqojPnYgZp7toUP5Jf,2026-08-16 10:31:56.313,0.000449,,,,0,1786,132,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,6822,558,,digitalminds_research,false
gen-1786876316-I05XvRWirpcte6ZHYEAp,2026-08-16 10:31:56.303,0.003308,,,,0,758,510,496,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,4330,530,,digitalminds_research,false
gen-1786876315-FEw0CoiWicmYk0DzkOrv,2026-08-16 10:31:55.549,0.000812,,-0.001344,,0,1057,7,3,896,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,795,683,,digitalminds_research,false
gen-1786876314-OEC02ZzQorGZZcn8Pn4R,2026-08-16 10:31:54.552,0.00002,,-0.000028,,0,508,7,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,497,460,,digitalminds_research,false
gen-1786876313-DTip11fXg5ZQs6sKqvWH,2026-08-16 10:31:53.312,0.000391,,,,0,1939,6,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,912,512,,digitalminds_research,false
gen-1786876313-TeDsvmDZxgEDrh4XVRWm,2026-08-16 10:31:53.301,0.003973,,,,0,778,639,626,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,5275,632,,digitalminds_research,false
gen-1786876312-FEXRBQC4XYO52iJmSJAN,2026-08-16 10:31:52.551,0.000984,,-0.001344,,0,1122,14,11,896,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,1509,1506,,digitalminds_research,false
gen-1786876311-PSZMgCCn5MUaa9PZrUXc,2026-08-16 10:31:51.546,0.000085,,-0.000114,,0,1511,317,0,1024,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,2121,566,,digitalminds_research,false
gen-1786876311-lM2g8AOmqXoSCyDwFhcy,2026-08-16 10:31:51.374,0.000125,,,,0,1136,20,10,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,777,671,,digitalminds_research,false
gen-1786876310-uSeLYwJ2rsGqIt7FCYuz,2026-08-16 10:31:50.308,0.000323,,,,0,1584,9,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,819,439,,digitalminds_research,false
gen-1786876310-xcvpR3fyDRxbdouPH5L6,2026-08-16 10:31:50.297,0.003394,,,,0,744,530,518,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,4117,552,,digitalminds_research,false
gen-1786876309-vUIqlrs1ajm0p877RbkM,2026-08-16 10:31:49.552,0.006126,,-0.001536,,0,1395,812,807,1024,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,16734,717,,digitalminds_research,false
gen-1786876308-MdjEEAutTLyrEEUO9Hc8,2026-08-16 10:31:48.546,0.000019,,-0.000028,,0,501,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,686,686,,digitalminds_research,false
gen-1786876307-Ux42X62dsWBs6ETnGMNh,2026-08-16 10:31:47.291,0.000439,,,,0,1541,189,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,10121,837,,digitalminds_research,false
gen-1786876307-bteKiltzeW1NlSMj9lDp,2026-08-16 10:31:47.280,0.003307,,,,0,762,509,497,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,4581,868,,digitalminds_research,false
gen-1786876306-Lkn1MVLVYfnxkpZ1IE0r,2026-08-16 10:31:46.527,0.005638,,-0.001152,,0,1202,731,727,768,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,13243,708,,digitalminds_research,false
gen-1786876305-iOh2vEps2HuQxWYD2NzZ,2026-08-16 10:31:45.532,0.000019,,-0.000028,,0,500,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,587,540,,digitalminds_research,false
gen-1786876304-mTwUbriadh9ecOpC1uMl,2026-08-16 10:31:44.723,0.000299,,,,0,706,382,371,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4604,4485,,digitalminds_research,false
gen-1786876304-mfTCFcJRyaA7M44fmY1y,2026-08-16 10:31:44.278,0.000302,,,,0,1462,15,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,1346,583,,digitalminds_research,false
gen-1786876304-3jogJHG2mfgPbVQLNELP,2026-08-16 10:31:44.276,0.005026,,,,0,736,858,844,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,8191,677,,digitalminds_research,false
gen-1786876303-wRKqBxczDqxdb0CT4ceK,2026-08-16 10:31:43.527,0.00253,,,,0,1052,71,66,0,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,2056,861,,digitalminds_research,false
gen-1786876302-umBZl1EDqOYFYkDcmASo,2026-08-16 10:31:42.554,0.000081,,-0.000114,,0,1602,239,0,1024,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,1929,777,,digitalminds_research,false
gen-1786876301-xER6kvwr5Fy31pKOt28M,2026-08-16 10:31:41.268,0.000497,,,,0,1819,192,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,11171,458,,digitalminds_research,false
gen-1786876301-zZs10bJ4QqTpxftkvwuQ,2026-08-16 10:31:41.257,0.004411,,,,0,716,739,726,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,7222,588,,digitalminds_research,false
gen-1786876300-rLlOBkkltEHUL53yf6nR,2026-08-16 10:31:40.523,0.000864,,-0.001728,,0,1260,12,8,1152,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,857,707,,digitalminds_research,false
gen-1786876299-1xI2LLomcYgVi3Z0HskT,2026-08-16 10:31:39.529,0.00057,,-0.000229,,0,10479,6,0,2048,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,3274,3249,,digitalminds_research,false
gen-1786876298-cc3uite3Mh7ruBAI415T,2026-08-16 10:31:38.260,0.000427,,,,0,1500,183,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,11952,669,,digitalminds_research,false
gen-1786876298-JqQN6YSY7gep3wcb639j,2026-08-16 10:31:38.252,0.003154,,,,0,704,490,475,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,4858,697,,digitalminds_research,false
gen-1786876298-FU8daREDpks541l6bs41,2026-08-16 10:31:38.038,0.000078,,,,0,737,8,0,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,588,475,,digitalminds_research,false
gen-1786876297-TLCERBMOmEib6eUJatu4,2026-08-16 10:31:37.521,0.002278,,-0.001536,,0,1220,229,224,1024,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,5281,700,,digitalminds_research,false
gen-1786876296-7ReWOROFY6uiWf6U7dmc,2026-08-16 10:31:36.521,0.000015,,-0.000057,,0,644,7,0,512,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,610,560,,digitalminds_research,false
gen-1786876295-xkq93yneGRTPH76ZNFt9,2026-08-16 10:31:35.249,0.000502,,,,0,1669,242,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,15497,1012,,digitalminds_research,false
gen-1786876295-N3nR0J2X6vFkXofoG0c8,2026-08-16 10:31:35.238,0.003777,,,,0,737,608,596,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6275,633,,digitalminds_research,false
gen-1786876294-pCIEkiV1b1NxpxhlnbRJ,2026-08-16 10:31:34.519,0.002526,,-0.00192,,0,1851,124,120,1280,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,3214,665,,digitalminds_research,false
gen-1786876293-hSies38QHdZXM3YdK8FL,2026-08-16 10:31:33.517,0.000021,,-0.000028,,0,530,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,538,531,,digitalminds_research,false
gen-1786876292-PpjERJTtD1Y5SkuugSNZ,2026-08-16 10:31:32.293,0.000409,,,,0,1566,139,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,8675,527,,digitalminds_research,false
gen-1786876292-hrxGnw7YN6awvYLYqp0m,2026-08-16 10:31:32.233,0.00365,,,,0,705,589,577,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,8184,1213,,digitalminds_research,false
gen-1786876291-vJ81NtHisCSAlNLVMKcB,2026-08-16 10:31:31.516,0.001534,,-0.002496,,0,1727,96,93,1664,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,2432,659,,digitalminds_research,false
gen-1786876291-hFSkK8k4lL4CZhKgxHal,2026-08-16 10:31:31.361,0.000338,,,,0,1359,338,328,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4208,4049,,digitalminds_research,false
gen-1786876290-6UWYGF5gQGULvj4DCEER,2026-08-16 10:31:30.498,0.000072,,-0.000057,,0,553,493,0,512,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,2862,456,,digitalminds_research,false
gen-1786876289-wB2aihs7gTJz7yZ4gAVG,2026-08-16 10:31:29.264,0.000593,,,,0,1928,298,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,17579,644,,digitalminds_research,false
gen-1786876289-chupug6YlvNA4fp7D3fI,2026-08-16 10:31:29.216,0.004435,,,,0,690,749,737,0,anthropic/claude-4.5-haiku-20251001,Anthropic,standard,false,true,,end_turn,stop,6838,650,,digitalminds_research,false
gen-1786876288-mSIkcHeJZPIWEGG6us6L,2026-08-16 10:31:28.514,0.004798,,-0.000576,,0,2645,14,9,384,x-ai/grok-4.6-20260810,xAI,standard,false,true,,completed,stop,835,661,,digitalminds_research,false
gen-1786876287-VabLtSEc2WZpWwTPp7td,2026-08-16 10:31:27.495,0.000022,,-0.000028,,0,540,6,0,256,deepseek/deepseek-v4-flash-20260731,Baidu,standard,false,true,,stop,stop,528,481,,digitalminds_research,false
